experiment_id,run_id,method,model,ratio_name,ratio_value,seed_name,split,num_samples,accuracy,macro_f1,macro_precision,macro_recall
exp03_mert_full_ft,run_exp03_mert_full_ft_train50_seed1,MERT full fine-tuning,mert_v1_95m,train50,0.5,seed1,test,242,0.9710743801652892,0.9721359940367654,0.9722222222222222,0.9742151885009028
exp03_mert_full_ft,run_exp03_mert_full_ft_train50_seed1,MERT full fine-tuning,mert_v1_95m,train50,0.5,seed1,external_test,610,0.2180327868852459,0.24329589712454983,0.3996684239980894,0.32062860624527384
exp03_mert_full_ft,run_exp03_mert_full_ft_train50_seed2,MERT full fine-tuning,mert_v1_95m,train50,0.5,seed2,val,230,0.9739130434782609,0.9789665044714339,0.9789251997095133,0.9793776490640602
exp03_mert_full_ft,run_exp03_mert_full_ft_train50_seed2,MERT full fine-tuning,mert_v1_95m,train50,0.5,seed2,test,233,0.9527896995708155,0.9592139162096189,0.9543320353897998,0.9672926252953613
exp03_mert_full_ft,run_exp03_mert_full_ft_train50_seed2,MERT full fine-tuning,mert_v1_95m,train50,0.5,seed2,external_test,610,0.4180327868852459,0.38472149874975387,0.5113569689298273,0.5119958037760318
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed0,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed0,val,221,0.9864253393665159,0.9816049981584786,0.9720394736842106,0.9926470588235294
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed0,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed0,test,204,0.9754901960784313,0.9625686113584905,0.9481340334236675,0.9811253561253562
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed0,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed0,external_test,610,0.49836065573770494,0.4352219751362358,0.43785096350451713,0.5582118092913865
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed1,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed1,val,185,0.9891891891891892,0.9842084208420842,0.9907796451914099,0.9791666666666666
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed1,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed1,test,242,0.9917355371900827,0.9914796036176584,0.9908521303258145,0.992325135182278
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed1,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed1,external_test,610,0.19672131147540983,0.17606484837286865,0.22158411137710568,0.2996356064549714
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed2,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed2,val,230,0.9739130434782609,0.9784560511596219,0.9792335115864529,0.9783429114439568
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed2,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed2,test,233,0.9742489270386266,0.9784928665826943,0.9758443107280317,0.982012325719576
exp03_mert_full_ft,run_exp03_mert_full_ft_train100_seed2,MERT full fine-tuning,mert_v1_95m,train100,1.0,seed2,external_test,610,0.23114754098360657,0.23318532698272257,0.37708393947440527,0.33859759522494365
