method,model,ratio_name,ratio_value,split,label_id,label,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
MERT full fine-tuning,mert_v1_95m,train10,0.1,val,5,笙,0.7267944177035086,0.19291674706847747,0.7345643691041017,0.1540152616165169,0.728288770053476,0.2467320395941563
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,0,二胡,0.37730460498521334,0.3727117708865757,0.47903903903903905,0.4199561056804221,0.3746312684365782,0.4455058635488041
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,1,琵琶,0.6001985601713963,0.10097412107044544,0.535021963863611,0.08394782424866651,0.7019607843137255,0.20252158954784877
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,2,中阮,0.11299435028248588,0.19571195565750024,0.2777777777777778,0.4811252243246882,0.07092198581560284,0.12284048280630334
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,3,笛子,0.15197260240099894,0.17354921199213097,0.24430641821946167,0.33684835733289,0.12056737588652482,0.11718235206991703
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,4,唢呐,0.2741385822365299,0.13042161459341972,0.164002804236719,0.0925137406094939,0.9925925925925926,0.012830005981991766
MERT full fine-tuning,mert_v1_95m,train100,1.0,external_test,5,笙,0.17233560090702946,0.2162295308705916,0.37289002557544765,0.3242228449121338,0.1322160148975791,0.18277066603076303
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,0,二胡,0.9743915343915344,0.01910397307326432,0.9505083732057417,0.03595332194188847,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,1,琵琶,0.9629629629629629,0.06415002990995845,0.9333333333333332,0.11547005383792512,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,3,笛子,0.9797257012352804,0.015529761772870382,0.9816135084427767,0.016239463420924884,0.9780457637600496,0.0227666792012368
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,4,唢呐,0.9786014253599274,0.007700953258148657,0.9904761904761905,0.016495721976846456,0.9676973353443943,0.0294608722315472
MERT full fine-tuning,mert_v1_95m,train100,1.0,test,5,笙,0.9694005391679811,0.022214118623296076,0.9737295434969854,0.027900196962524586,0.9651825349499769,0.017999266847856073
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,0,二胡,0.9889642695612846,0.00969492745325227,0.9782913165266107,0.019062545642599675,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,1,琵琶,0.989247311827957,0.018624202231923397,0.9791666666666666,0.03608439182435161,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,3,笛子,0.945925925925926,0.013394919496314935,0.9453044375644994,0.05275285002737692,0.951530612244898,0.06705836442905572
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,4,唢呐,0.9873417721518987,0.021924693766694637,1.0,0.0,0.975609756097561,0.04224514164802137
MERT full fine-tuning,mert_v1_95m,train100,1.0,val,5,笙,0.9770596608533033,0.013235500518650226,0.9813428401663696,0.018200449484958803,0.9731729055258467,0.023554212338966683
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,0,二胡,0.23249646123417422,0.2659336708540571,0.43402777777777785,0.34616157448242024,0.1651917404129793,0.20225321199317936
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,1,琵琶,0.6020896634311979,0.041293446298807795,0.5351486754738479,0.11555302724359443,0.7294117647058824,0.13870383673590114
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,2,中阮,0.0462046204620462,0.08002875018470058,0.3333333333333333,0.5773502691896258,0.02482269503546097,0.04299416898220613
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,3,笛子,0.3024473857091883,0.1955616862036735,0.2778718037980716,0.15667196116611662,0.3404255319148936,0.25152320037312537
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,4,唢呐,0.3297577358492903,0.13811775527879075,0.21613191626339212,0.12608133556717965,0.9037037037037036,0.12830005981991677
MERT full fine-tuning,mert_v1_95m,train25,0.25,external_test,5,笙,0.2202675721989026,0.23573901188667717,0.5830945928506904,0.3615548049986866,0.24581005586592175,0.3358001994893568
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,0,二胡,0.9296057347670251,0.06021556579403402,0.9252782493869082,0.05423379672608554,0.9340501792114696,0.06667822769452894
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,1,琵琶,0.8576238576238576,0.13054445213294555,0.9137254901960784,0.10278699938887177,0.8518518518518517,0.25660011963983365
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,3,笛子,0.9519556466924888,0.016682125418435816,0.990990990990991,0.015604061329449314,0.9159554730983303,0.020278725974668472
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,4,唢呐,0.9571909571909573,0.010926230583550207,0.9741876310272537,0.02862848045105999,0.941427853192559,0.019986102775566558
MERT full fine-tuning,mert_v1_95m,train25,0.25,test,5,笙,0.9365954061159542,0.07651492021000503,0.8913974950560317,0.12293592627886997,0.9922480620155039,0.013426750446270392
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,0,二胡,0.9500285135586889,0.03468045330364406,0.9151540616246497,0.06610301823728343,0.98989898989899,0.017495462702715982
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,1,琵琶,0.9055555555555556,0.10046189622236178,0.9722222222222222,0.048112522432468836,0.861111111111111,0.17347216662217774
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,2,中阮,0.9956709956709956,0.007498055444021116,0.9914529914529915,0.014803853056144197,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,3,笛子,0.9349282296650717,0.05911968985311371,0.9761904761904763,0.041239304942116105,0.8974839935974389,0.073608087385278
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,4,唢呐,0.9042001138668948,0.05170295907601025,0.8430648872526462,0.11483202972900601,0.9841269841269842,0.027492869961410718
MERT full fine-tuning,mert_v1_95m,train25,0.25,val,5,笙,0.893629583430784,0.051423673168499016,0.9447361618847161,0.031413402083102344,0.8513725490196077,0.0941200980073027
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,0,二胡,0.11839807286961757,0.10362645542271108,0.5303030303030303,0.5027472734253654,0.06784660766961649,0.06023769279251366
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,1,琵琶,0.6887412329272795,0.04598143914148382,0.811072261072261,0.1897961660346851,0.6588235294117647,0.22041169406111988
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,2,中阮,0.2856205396271686,0.330158426831946,0.3770221266801294,0.19861557826730353,0.30141843971631205,0.42156842102433323
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,3,笛子,0.3086167590527975,0.1891957366663899,0.37696832721222967,0.07611604816459545,0.41489361702127664,0.4734938954099551
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,4,唢呐,0.2631534140585692,0.06267815877673721,0.15747797698114432,0.05026383006683136,0.9037037037037038,0.13021033949071814
MERT full fine-tuning,mert_v1_95m,train50,0.5,external_test,5,笙,0.13883194038232796,0.06990978016159737,0.45316159250585475,0.4852877763527508,0.09497206703910614,0.04773186449898065
MERT full fine-tuning,mert_v1_95m,train50,0.5,test,0,二胡,0.9651307596513076,0.04901287336028494,0.9444444444444445,0.0962250448649376,0.990990990990991,0.015604061329449314
MERT full fine-tuning,mert_v1_95m,train50,0.5,test,1,琵琶,0.9948717948717949,0.008882311833686455,0.98989898989899,0.01749546270271598,1.0,0.0
MERT full fine-tuning,mert_v1_95m,train50,0.5,test,2,中阮,0.9951690821256038,0.008367395205646723,0.9904761904761905,0.016495721976846456,1.0,0.0
