source_phase,experiment_id,method,method_short,model,split,true_label,pred_label,count_mean,count_std,row_rate_mean,row_rate_std,seed_count
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,test,笙,唢呐,0.3333333333333333,0.5773502691896258,0.007751937984496124,0.013426750446270367,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,test,笙,笙,39.0,3.0,0.9922480620155039,0.013426750446270392,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,二胡,74.0,12.165525060596439,0.6548672566371682,0.10765951381058794,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,中阮,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,笛子,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,唢呐,29.0,1.0,0.25663716814159293,0.008849557522123908,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,二胡,笙,10.0,12.12435565298214,0.08849557522123892,0.10729518276975346,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,二胡,7.0,5.5677643628300215,0.08235294117647059,0.06550311015094143,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,琵琶,29.666666666666668,12.42309676905615,0.3490196078431373,0.14615407963595473,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,中阮,46.666666666666664,9.451631252505216,0.5490196078431372,0.11119566179417902,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,笛子,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,琵琶,笙,1.6666666666666667,2.0816659994661326,0.0196078431372549,0.024490188229013325,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,二胡,1.6666666666666667,0.5773502691896257,0.01773049645390071,0.006142024140315168,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,中阮,76.33333333333333,1.5275252316519468,0.8120567375886525,0.01625026842182922,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,笛子,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,中阮,笙,16.0,2.0,0.1702127659574468,0.021276595744680854,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,二胡,60.0,23.065125189341593,0.6382978723404256,0.2453736722270382,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,中阮,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,笛子,33.333333333333336,21.939310229205777,0.3546099290780142,0.23339691733197637,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笛子,笙,0.6666666666666666,1.1547005383792517,0.0070921985815602835,0.012284048280630335,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,二胡,21.666666666666668,4.509249752822894,0.48148148148148145,0.10020555006273096,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,中阮,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,笛子,0.0,0.0,0.0,0.0,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,唢呐,21.666666666666668,2.3094010767585034,0.48148148148148145,0.05132002392796671,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,唢呐,笙,1.6666666666666667,2.8867513459481287,0.037037037037037035,0.06415002990995841,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,二胡,9.0,6.557438524302,0.05027932960893855,0.03663373477263688,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,琵琶,0.6666666666666666,1.1547005383792515,0.0037243947858473,0.006450840996532131,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,中阮,2.0,2.0,0.0111731843575419,0.0111731843575419,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,笛子,1.3333333333333333,0.5773502691896257,0.0074487895716946,0.0032254204982660657,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,唢呐,0.6666666666666666,0.5773502691896257,0.0037243947858473,0.0032254204982660657,3
1,exp01_clap_linear,CLAP linear probe,clap_linear,clap_htsat_unfused,external_test,笙,笙,165.33333333333334,10.598742063723098,0.9236499068901303,0.05921084951800615,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,二胡,32.666666666666664,3.7859388972001824,1.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,笛子,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,笙,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,二胡,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,琵琶,15.0,14.933184523068078,1.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,笛子,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,笙,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,二胡,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,中阮,41.666666666666664,8.621678104251709,0.991869918699187,0.014081713882673812,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,笛子,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,唢呐,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,笙,0.3333333333333333,0.5773502691896257,0.008130081300813009,0.014081713882673798,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,二胡,0.3333333333333333,0.5773502691896258,0.005050505050505051,0.008747731351357967,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,笛子,45.666666666666664,5.131601439446884,0.9055864770150484,0.1297955042733212,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,唢呐,2.0,3.4641016151377544,0.030303030303030304,0.0524863881081478,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,笙,3.6666666666666665,4.725815626252609,0.0590599876314162,0.06998845410744012,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,二胡,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,笛子,1.0,1.0,0.019356460532931122,0.019232001458959442,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,唢呐,43.666666666666664,8.386497083606082,0.9611613876319759,0.033639980286110024,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,笙,1.0,1.0,0.019482151835093012,0.019609051670223924,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,二胡,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,中阮,0.3333333333333333,0.5773502691896258,0.008547008547008546,0.014803853056144251,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,笛子,0.3333333333333333,0.5773502691896258,0.007751937984496124,0.013426750446270367,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,唢呐,0.6666666666666666,0.5773502691896258,0.017011197243755383,0.01490461884640156,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,笙,38.0,3.0,0.96668985622474,0.0114826310087651,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,二胡,24.666666666666668,18.77054430040145,0.2182890855457227,0.16611101150797744,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,琵琶,20.0,4.0,0.17699115044247785,0.035398230088495575,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,笛子,29.333333333333332,28.37839553839035,0.2595870206489676,0.2511362437025695,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,唢呐,14.333333333333334,8.32666399786453,0.12684365781710916,0.07368729201650027,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,笙,24.666666666666668,7.767453465154029,0.2182890855457227,0.06873852624030113,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,二胡,1.6666666666666667,2.8867513459481287,0.0196078431372549,0.03396178054056622,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,琵琶,80.33333333333333,2.886751345948129,0.9450980392156864,0.03396178054056623,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,笛子,1.0,1.7320508075688772,0.011764705882352941,0.02037706832433973,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,唢呐,0.6666666666666666,0.5773502691896257,0.00784313725490196,0.006792356108113244,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,笙,1.3333333333333333,1.1547005383792515,0.01568627450980392,0.013584712216226489,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,二胡,1.3333333333333333,2.3094010767585034,0.014184397163120567,0.024568096561260667,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,琵琶,59.0,15.394804318340652,0.6276595744680851,0.16377451402490054,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,中阮,1.3333333333333333,0.5773502691896257,0.014184397163120567,0.006142024140315168,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,笛子,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,唢呐,23.333333333333332,12.42309676905615,0.24822695035460993,0.13216060392612924,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,笙,9.0,3.4641016151377544,0.09574468085106384,0.03685214484189101,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,二胡,8.333333333333334,5.507570547286102,0.08865248226950355,0.05859117603495853,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,琵琶,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,笛子,52.666666666666664,26.388128644019705,0.5602836879432624,0.28072477280872027,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,唢呐,17.666666666666668,12.701705922171767,0.1879432624113475,0.1351245310869337,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,笙,15.333333333333334,8.962886439832502,0.1631205673758865,0.09534985574289895,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,二胡,3.0,1.7320508075688772,0.06666666666666667,0.03849001794597505,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,琵琶,1.6666666666666667,0.5773502691896257,0.03703703703703704,0.012830005981991684,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,中阮,0.0,0.0,0.0,0.0,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,笛子,2.0,3.4641016151377544,0.044444444444444446,0.0769800358919501,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,唢呐,37.666666666666664,3.0550504633038935,0.837037037037037,0.06789001029564207,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,笙,0.6666666666666666,0.5773502691896257,0.014814814814814815,0.012830005981991684,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,二胡,3.6666666666666665,1.1547005383792515,0.020484171322160148,0.0064508409965321305,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,琵琶,1.3333333333333333,1.1547005383792517,0.0074487895716946,0.006450840996532132,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,中阮,3.6666666666666665,1.1547005383792515,0.020484171322160148,0.0064508409965321305,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,笛子,11.666666666666666,6.3508529610858835,0.06517690875232775,0.03547962548092672,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,唢呐,78.66666666666667,2.886751345948129,0.43947858472998136,0.016127102491330342,3
1,exp01_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,笙,80.0,4.58257569495584,0.44692737430167595,0.025600981536066148,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,二胡,32.666666666666664,3.7859388972001824,1.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,笛子,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,唢呐,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,二胡,笙,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,二胡,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,琵琶,15.0,14.933184523068078,1.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,笛子,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,唢呐,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,琵琶,笙,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,二胡,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,中阮,41.666666666666664,8.621678104251709,0.991869918699187,0.014081713882673812,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,笛子,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,唢呐,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,中阮,笙,0.3333333333333333,0.5773502691896257,0.008130081300813009,0.014081713882673798,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,二胡,0.3333333333333333,0.5773502691896258,0.005050505050505051,0.008747731351357967,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,笛子,45.666666666666664,5.131601439446884,0.9055864770150484,0.1297955042733212,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,唢呐,2.0,3.4641016151377544,0.030303030303030304,0.0524863881081478,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笛子,笙,3.6666666666666665,4.725815626252609,0.0590599876314162,0.06998845410744012,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,二胡,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,笛子,1.0,1.0,0.019356460532931122,0.019232001458959442,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,唢呐,43.666666666666664,8.386497083606082,0.9611613876319759,0.033639980286110024,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,唢呐,笙,1.0,1.0,0.019482151835093012,0.019609051670223924,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,二胡,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,中阮,0.3333333333333333,0.5773502691896258,0.008547008547008546,0.014803853056144251,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,笛子,0.3333333333333333,0.5773502691896258,0.007751937984496124,0.013426750446270367,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,唢呐,0.6666666666666666,0.5773502691896258,0.017011197243755383,0.01490461884640156,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,test,笙,笙,38.0,3.0,0.96668985622474,0.0114826310087651,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,二胡,24.666666666666668,18.77054430040145,0.2182890855457227,0.16611101150797744,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,琵琶,20.0,4.0,0.17699115044247785,0.035398230088495575,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,笛子,29.333333333333332,28.37839553839035,0.2595870206489676,0.2511362437025695,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,唢呐,14.333333333333334,8.32666399786453,0.12684365781710916,0.07368729201650027,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,二胡,笙,24.666666666666668,7.767453465154029,0.2182890855457227,0.06873852624030113,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,二胡,1.6666666666666667,2.8867513459481287,0.0196078431372549,0.03396178054056622,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,琵琶,80.33333333333333,2.886751345948129,0.9450980392156864,0.03396178054056623,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,笛子,1.0,1.7320508075688772,0.011764705882352941,0.02037706832433973,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,唢呐,0.6666666666666666,0.5773502691896257,0.00784313725490196,0.006792356108113244,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,琵琶,笙,1.3333333333333333,1.1547005383792515,0.01568627450980392,0.013584712216226489,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,二胡,1.3333333333333333,2.3094010767585034,0.014184397163120567,0.024568096561260667,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,琵琶,59.0,15.394804318340652,0.6276595744680851,0.16377451402490054,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,中阮,1.3333333333333333,0.5773502691896257,0.014184397163120567,0.006142024140315168,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,笛子,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,唢呐,23.333333333333332,12.42309676905615,0.24822695035460993,0.13216060392612924,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,中阮,笙,9.0,3.4641016151377544,0.09574468085106384,0.03685214484189101,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,二胡,8.333333333333334,5.507570547286102,0.08865248226950355,0.05859117603495853,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,琵琶,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,笛子,52.666666666666664,26.388128644019705,0.5602836879432624,0.28072477280872027,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,唢呐,17.666666666666668,12.701705922171767,0.1879432624113475,0.1351245310869337,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笛子,笙,15.333333333333334,8.962886439832502,0.1631205673758865,0.09534985574289895,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,二胡,3.0,1.7320508075688772,0.06666666666666667,0.03849001794597505,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,琵琶,1.6666666666666667,0.5773502691896257,0.03703703703703704,0.012830005981991684,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,中阮,0.0,0.0,0.0,0.0,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,笛子,2.0,3.4641016151377544,0.044444444444444446,0.0769800358919501,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,唢呐,37.666666666666664,3.0550504633038935,0.837037037037037,0.06789001029564207,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,唢呐,笙,0.6666666666666666,0.5773502691896257,0.014814814814814815,0.012830005981991684,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,二胡,3.6666666666666665,1.1547005383792515,0.020484171322160148,0.0064508409965321305,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,琵琶,1.3333333333333333,1.1547005383792517,0.0074487895716946,0.006450840996532132,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,中阮,3.6666666666666665,1.1547005383792515,0.020484171322160148,0.0064508409965321305,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,笛子,11.666666666666666,6.3508529610858835,0.06517690875232775,0.03547962548092672,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,唢呐,78.66666666666667,2.886751345948129,0.43947858472998136,0.016127102491330342,3
2,exp02_mert_linear,MERT linear probe,mert_linear,mert_v1_95m,external_test,笙,笙,80.0,4.58257569495584,0.44692737430167595,0.025600981536066148,3
2,exp02_mert_lora_r4,MERT+LoRA (r=4),mert_lora_r4,mert_v1_95m,test,二胡,二胡,30.0,5.0,0.9174658529497238,0.09986781918989612,3
